incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC001544,Vandalism,WEST,Lakewood,GA,8519 Sunset Blvd,25.266159,54.7583,2019-02-26 15:53:31,OFF0090,John,Torres,4435.0,SUS00404,Carol,Hill,26.0,Male,asian,VIC00968,Patricia,Martin,33.0,Female,266-742-5210,Firearm,Low,Under Investigation,Arrest Made,2.0,25073.7,Yes,No notes available
INC004477,Burglary,Central,Fairview,IL,8962 Lincoln St,38.153121,-91.38715,2022-01-28 23:27:23,OFF0066,Jessica,Miller,6246.0,SUS00565,Nancy,Young,39.0,Male,Unknown,VIC00640,Sarah,Thomas,49.0,Unknown,999-190-5783,Blunt Object,Medium,Closed,Warning Issued,3.0,5596.84,Yes,Incident at 8962 Lincoln St. Officer responded at scene.
INC002141,Domestic Violence,southwest,Lakewood,TX,6390 Main St,29.799121,81.8098,2022-05-28 08:55:48,OFF0001,Joseph,Miller,7449.0,SUS00657,David,Brown,46.0,Male,Asian,VIC00164,William,Wilson,87.0,Male,Unknown,Hands/Feet,Critical,Open,Dismissed,1.0,48585.63,No,Incident at 6390 Main St. Officer responded at scene.
INC000528,Robbery,North,Riverside,NC,5698 River Rd,32.524428,-85.309359,2022-08-22 14:22:56,OFF0095,Linda,Anderson,4922.0,SUS00254,Charles,Scott,46.0,Female,Hispanic,VIC00290,Richard,Hall,28.0,Female,679-895-8896,Firearm,Medium,Open,No Arrest,5.0,16512.54,Yes,Incident at 5698 River Rd. Officer responded at scene.
INC93355,Vandalism,Southeast,Oakdale,PA,4635 Park Rd,36.974169,-110.902494,2024-11-24 01:23:15,OFF0103,John,Moore,7002.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00176,Mark,Smith,77.0,Male,Unknown,Hands/Feet,Critical,Closed,Arrest Made,2.0,49287.63,Yes,Incident at 4635 Park Rd. Officer responded at scene.
INC003167,Drug Offense,North,Centerville,IL,2931 Cedar Lane,47.463383,-98.294744,2018-09-10 03:30:53,OFF0090,Sarah,Torres,8380.0,SUS00111,Charles,Brown,46.0,Female,white,VIC00707,Patricia,Jones,15.0,Male,724-585-3135,Rifle,High,Under Investigation,Dismissed,3.0,17049.38,No,Incident at 2931 Cedar Lane. Officer responded at scene.
INC003044,Theft,Central,Maplewood,PA,7650 Maple Dr,28.678876,-98.63422,2018-09-23 12:51:53,OFF0047,Karen,Thomas,9838.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00687,Michelle,Anderson,46.0,Male,(268) -31-3-4730,Firearm,Critical,Pending,Arrest Made,0.0,29239.43,Yes,Incident at 7650 Maple Dr. Officer responded at scene.
INC001943,Fraudulent Activity,Central,Hillcrest,IL,528 Park Rd,34.873533,-80.394775,2023-10-04 12:19:14,OFF0135,William,Johnson,7574.0,SUS00097,Matthew,Allen,59.0,Female,Unknown,VIC00765,Mark,Wilson,65.0,Male,2339421827,Hands/Feet,Critical,Closed,Dismissed,2.0,23630.9,No,No notes available
INC004760,Homicide,NORTHWEST,Maplewood,PA,1060 Washington Ave,45.667658,-101.82672,2018-07-25 00:48:10,OFF0140,Sarah,Lee,1330.0,SUS00182,Mark,Nguyen,54.0,Female,asian,VIC00011,Linda,Scott,49.0,Male,656-461-6861,Blunt Object,Critical,Open,Dismissed,5.0,13177.71,Yes,Incident at 1060 Washington Ave. Officer responded at scene.
INC004188,Manslaughter,Midtown,Riverside,AZ,4759 Main St,39.705543,-102.952049,2019-05-31 19:48:16,OFF0069,Thomas,Jones,7088.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00545,Karen,Wilson,49.0,Female,Unknown,Rifle,Critical,Under Investigation,Dismissed,5.0,43389.84,No,Incident at 4759 Main St. Officer responded at scene.
INC001804,Hacking,North,Fairview,TX,7060 Washington Ave,40.431883,-70.001595,2018-05-06 18:50:31,OFF0005,John,Torres,5476.0,SUS00559,Jessica,Moore,75.0,Female,asian,Unknown,Unknown,Unknown,49.0,Male,Unknown,Rifle,High,Closed,No Arrest,0.0,3696.78,Yes,Incident at 7060 Washington Ave. Officer responded at scene.
INC001577,Robbery,North,Springfield,GA,8053 Maple Dr,42.725639,-98.395237,2020-07-12 15:08:11,OFF0028,Mark,Garcia,7844.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00166,Jessica,Walker,66.0,Female,550-800-9404,Bat,Medium,Pending,Dismissed,4.0,31762.75,Yes,No notes available
INC003205,Sexual Assault,midtown,Lakewood,FL,4913 Sunset Blvd,36.974169,-93.011956,2022-02-27 01:36:44,OFF0021,Mary,Green,3617.0,SUS00101,Nancy,Nguyen,18.0,Other,Black,VIC00314,Anthony,Williams,53.0,Male,597-400-2757,Blunt Object,Medium,Open,No Arrest,2.0,19340.01,Yes,Incident at 4913 Sunset Blvd. Officer responded at scene.
INC003194,Drunk Driving,WEST,Riverside,GA,4651 Maple Dr,30.212434,-114.740723,2021-03-19 10:14:00,OFF0011,Susan,Torres,8952.0,SUS00256,John,Martin,46.0,Female,Black,VIC00580,James,Moore,67.0,Female,840-351-6930,Firearm,High,Closed,No Arrest,0.0,46414.54,No,Incident at 4651 Maple Dr. Officer responded at scene.
INC003434,Domestic Violence,South,Lakewood,AZ,6330 Elm Blvd,27.436819,-79.733632,2021-09-22 08:50:41,OFF0111,Donna,Torres,5584.0,SUS00331,Matthew,Williams,46.0,Unknown,hispanic,VIC00113,Michael,Nguyen,49.0,Male,3017635774,Blunt Object,Critical,Under Investigation,Arrest Made,0.0,22168.6,Yes,Incident at 6330 Elm Blvd. Officer responded at scene.
INC001091,Burglary,Midtown,Riverside,AZ,6231 Oak Ave,39.033447,-71.453796,2021-06-19 11:40:39,OFF0143,Jennifer,Flores,3787.0,SUS00355,David,Hall,75.0,Female,Other,VIC00678,Michael,Walker,50.0,Male,897-797-9119,Firearm,Low,Under Investigation,Warning Issued,2.0,22349.26,Yes,Incident at 6231 Oak Ave. Officer responded at scene.
INC000516,Arson,East,Springfield,PA,9876 River Rd,38.028091,-119.460375,2020-07-14 23:16:23,OFF0092,Mark,Jones,9516.0,SUS00623,Jessica,Smith,39.0,Female,Black,VIC00050,Jessica,White,49.0,Male,663-874-5478,Rifle,Critical,Open,No Arrest,3.0,15917.37,No,Incident at 9876 River Rd. Officer responded at scene.
INC000592,Trespassing,North,Fairview,FL,3125 Maple Dr,35.065859,-76.242354,2021-07-31 08:05:29,OFF0036,Nancy,Moore,2480.0,SUS00140,Linda,Harris,60.0,Female,White,VIC00034,Michelle,Wilson,42.0,Female,7694445706,Unarmed,Medium,Closed,Dismissed,0.0,5822.4,No,Incident at 3125 Maple Dr. Officer responded at scene.
INC004783,Graffiti,WEST,Hillcrest,OH,6578 Oak Ave,44.216475,-94.6682905,2024-04-29 21:39:19,OFF0113,Nancy,Wright,8799.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00493,David,Young,33.0,Female,732-776-8545,Hands/Feet,Low,Pending,No Arrest,5.0,2995.27,No,No notes available
INC000416,Burglary,Northeast,Riverside,FL,5304 Sunset Blvd,29.69522,-89.929382,2023-01-17 22:27:14,OFF0145,Mark,Garcia,6626.0,SUS00334,William,Hall,46.0,Female,Unknown,VIC00010,Emily,Moore,49.0,Unknown,822-123-8291,Hands/Feet,Critical,Closed,Warning Issued,4.0,20600.29,No,Incident at 5304 Sunset Blvd. Officer responded at scene.
INC004076,Arson,central,Springfield,AZ,5917 Elm Blvd,46.627704,-107.694856,2021-06-02 21:34:40,OFF0133,Jennifer,White,6785.0,SUS00197,Karen,Thomas,46.0,Female,Black,VIC00367,Patricia,Hill,63.0,Female,707-370-5890,Firearm,Critical,Closed,Arrest Made,4.0,26392.99,Yes,Incident at 5917 Elm Blvd. Officer responded at scene.
INC002959,Trespassing,North,Oakdale,CA,9668 Oak Ave,34.263955,-92.604768,2023-07-20 18:08:15,OFF0082,Susan,Taylor,8926.0,SUS00570,Charles,Jackson,46.0,Unknown,Hispanic,VIC00886,Joseph,Green,49.0,Male,551-523-3770,Hands/Feet,Critical,Pending,No Arrest,4.0,23059.41,Yes,Incident at 9668 Oak Ave. Officer responded at scene.
INC000118,Burglary,north,Lakewood,AZ,8705 Cedar Lane,33.969601,-91.947566,2019-08-31 21:57:38,OFF0053,Ashley,Flores,6187.0,SUS00307,Carol,Hall,34.0,Female,Black,VIC00938,John,Young,11.0,Unknown,722-513-3089,Firearm,Low,Closed,Dismissed,0.0,42.17,Yes,Incident at 8705 Cedar Lane. Officer responded at scene.
INC002796,Domestic Violence,North,Centerville,AZ,9337 Cedar Lane,36.974169,-116.861308,2024-05-31 21:29:20,OFF0021,JESSICA,Hall,3977.0,SUS00038,Jessica,Flores,56.0,Male,Other,VIC00694,David,Johnson,16.0,Male,Unknown,Firearm,Medium,Closed,Warning Issued,0.0,13050.25,No,Incident at 9337 Cedar Lane. Officer responded at scene.
INC003977,Drunk Driving,Central,Springfield,NC,4158 Maple Dr,41.477525,-100.079008,2018-01-08 15:21:38,OFF0132,Anthony,Hill,Unknown,SUS00161,Donna,Davis,75.0,Male,Unknown,VIC00554,Joseph,Hall,49.0,Female,771-721-4742,Firearm,Low,Closed,Arrest Made,5.0,16526.05,No,Incident at 4158 Maple Dr. Officer responded at scene.
INC003623,Drunk Driving,North,Oakdale,GA,3905 Lincoln St,40.670113,-108.050999,2024-01-31 01:06:31,OFF0013,Robert,Smith,6495.0,SUS00640,Richard,Jones,32.0,Female,Asian,VIC00516,Ashley,Taylor,49.0,Female,667-260-9561,Knife,Critical,Open,Dismissed,0.0,33522.18,Yes,Incident at 3905 Lincoln St. Officer responded at scene.
INC003988,Domestic Violence,West,Lakewood,OH,265 Lincoln St,28.924431,-83.349065,2024-08-29 20:09:39,OFF0014,Jennifer,Harris,2759.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00740,Matthew,Miller,61.0,Female,690-870-3311,Knife,High,Closed,Warning Issued,3.0,35964.36,No,No notes available
INC001799,Drug Offense,West,Oakdale,GA,2450 Cedar Lane,26.298106,-72.964638,2019-10-14 19:28:19,OFF0133,CHRIS,Davis,5681.0,SUS00744,Jessica,Williams,46.0,Male,Other,VIC00946,Susan,Davis,77.0,Male,613-572-9568,Hands/Feet,Critical,Open,Arrest Made,2.0,10351.61,No,Incident at 2450 Cedar Lane. Officer responded at scene.
INC003703,Theft/Larceny,South,Riverside,FL,9319 Washington Ave,41.365164,-121.682894,2024-08-12 03:44:34,OFF0044,Richard,Harris,1596.0,SUS00637,Matthew,Jackson,47.0,Female,Asian,VIC00352,Mark,Lee,49.0,Male,496-557-3731,Hands/Feet,Medium,Closed,Arrest Made,0.0,23630.9,No,Incident at 9319 Washington Ave. Officer responded at scene.
INC002961,Kidnapping,Midtown,Maplewood,NY,9768 Elm Blvd,26.8431,-94.6682905,2019-05-03 07:24:40,OFF0075,Karen,Flores,5456.0,SUS00542,Susan,Harris,59.0,Female,Black,VIC00644,Matthew,Young,37.0,Female,Unknown,Hands/Feet,Critical,Under Investigation,Dismissed,0.0,2670.64,No,Incident at 9768 Elm Blvd. Officer responded at scene.
INC001118,Trespassing,North,Hillcrest,OH,9334 River Rd,36.282259,-91.336432,2019-08-01 03:34:37,OFF0105,Jennifer,Anderson,6555.0,SUS00141,Jessica,Williams,46.0,Male,Black,VIC00730,Mark,Davis,34.0,Male,Unknown,Hands/Feet,Medium,Open,Dismissed,2.0,3279.03,Yes,Incident at 9334 River Rd. Officer responded at scene.
INC001855,Murder,Southwest,Maplewood,CA,852 Sunset Blvd,27.993081,-111.124266,2019-06-04 09:53:46,OFF0040,David,Torres,9829.0,SUS00728,Anthony,White,72.0,Other,Black,VIC00545,David,Walker,88.0,Male,305-244-2886,Firearm,Critical,Under Investigation,Arrest Made,2.0,2541.44,Yes,Incident at 852 Sunset Blvd. Officer responded at scene.
INC003922,Larceny,North,Springfield,OH,257 Lincoln St,33.355761,-115.403951,2023-05-24 19:37:10,OFF0027,  Barbara  ,Wright,4880.0,SUS00647,Richard,Allen,38.0,Female,asian,VIC00618,John,White,88.0,Female,Unknown,Blunt Object,High,Open,Dismissed,2.0,22033.97,No,Incident at 257 Lincoln St. Officer responded at scene.
INC004883,Theft,South,Fairview,OH,6685 Main St,30.494122,-101.663701,2018-03-31 16:42:09,OFF0113,Joseph,Young,2175.0,SUS00716,Mark,Smith,50.0,Female,Other,VIC00561,Anthony,Harris,31.0,Male,(368) -75-3-9391,Hands/Feet,Low,Resolved,Arrest Made,2.0,12161.91,Yes,Incident at 6685 Main St. Officer responded at scene.
INC002925,Domestic Violence,Midtown,Hillcrest,OH,3471 Park Rd,39.892151,-118.723506,2019-08-25 14:38:37,OFF0105,Emily,Jackson,Unknown,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00017,Mark,Nguyen,46.0,Male,443-379-9348,Firearm,High,Under Investigation,No Arrest,2.0,33122.72,No,Incident at 3471 Park Rd. Officer responded at scene.
INC004245,Arson,NORTHEAST,Oakdale,AZ,5605 Elm Blvd,34.306671,-108.740044,2018-02-01 23:39:50,OFF0048,David,Jackson,1951.0,SUS00559,Michael,Thomas,21.0,Male,Black,VIC00436,Chris,Allen,69.0,Female,638-547-6344,Hands/Feet,Critical,Under Investigation,Arrest Made,0.0,23630.9,No,Incident at 5605 Elm Blvd. Officer responded at scene.
INC000417,Arson,Midtown,Maplewood,TX,6734 Sunset Blvd,30.578233,-94.6682905,2021-07-31 08:05:29,OFF0088,Michael,Thomas,9788.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00390,Charles,Thompson,13.0,Female,Unknown,Firearm,Critical,Closed,Dismissed,3.0,43791.91,No,Incident at 6734 Sunset Blvd. Officer responded at scene.
INC004157,Kidnapping,Southeast,Centerville,CA,5741 Sunset Blvd,44.713414,-119.416353,2019-03-25 06:17:17,OFF0062,Mark,Jones,5212.0,SUS00213,David,Anderson,46.0,Female,Other,VIC00180,William,Hall,75.0,Male,273-931-2847,Hands/Feet,Medium,Pending,Arrest Made,2.0,12522.93,Yes,Incident at 5741 Sunset Blvd. Officer responded at scene.
INC000395,Armed Robbery,North,Riverside,AZ,2695 Main St,29.564568,-111.697989,2023-04-18 20:04:15,OFF0089,Susan,Allen,3525.0,SUS00531,Jennifer,Green,61.0,Male,Black,VIC00661,Emily,Walker,72.0,Male,452-452-3094,Rifle,Critical,Closed,Arrest Made,5.0,10660.43,No,No notes available
INC001816,Homicide,south,Riverside,NC,7562 Elm Blvd,45.86465,64.9867,2022-05-11 21:38:06,OFF0014,Robert,Nguyen,1014.0,SUS00533,Carol,Scott,59.0,Female,Unknown,VIC00413,Carol,Smith,26.0,Female,731-796-4215,Hands/Feet,Medium,Closed,Warning Issued,4.0,20527.47,No,Incident at 7562 Elm Blvd. Officer responded at scene.
INC004222,Sexual Assault,Northwest,Maplewood,AZ,395 Cedar Lane,29.68827,-108.784771,2021-01-27 01:50:52,OFF0086,James,Flores,4271.0,SUS00586,Chris,Scott,56.0,Unknown,Black,VIC00188,Robert,Wilson,25.0,Female,484-840-3944,Blunt Object,Low,Open,Arrest Made,3.0,45003.97,No,Incident at 395 Cedar Lane. Officer responded at scene.
INC000510,Robbery,Southwest,Riverside,OH,7874 Oak Ave,44.669892,-76.044497,2024-09-22 16:02:06,OFF0127,Patricia,Miller,3215.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00699,Michelle,Nguyen,12.0,Other,510-575-1070,Firearm,Critical,Under Investigation,Dismissed,5.0,4413.24,No,No notes available
INC001337,Drunk Driving,West,Hillcrest,NC,9693 Sunset Blvd,36.974169,-85.525194,2021-07-31 08:05:29,OFF0070,ashley,Brown,5103.0,SUS00718,Karen,Thompson,72.0,Female,Black,VIC00222,Michael,Jones,41.0,Male,777-870-1535,Bat,Critical,Under Investigation,Dismissed,3.0,22587.91,No,Incident at 9693 Sunset Blvd. Officer responded at scene.
INC004382,Property Damage,North,Oakdale,AZ,4380 Park Rd,35.753285,-94.712133,2024-01-17 23:27:52,OFF0094,Nancy,Flores,2691.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00721,Sarah,Nguyen,37.0,Male,906-214-9743,Hands/Feet,Critical,Under Investigation,No Arrest,4.0,20702.85,Yes,Incident at 4380 Park Rd. Officer responded at scene.
INC001714,Fraud,North,Hillcrest,NY,5673 Lincoln St,42.123714,-93.937308,2021-11-12 00:17:30,OFF0089,John,Jones,3895.0,SUS00738,Anthony,Miller,46.0,Female,Unknown,VIC00601,Barbara,Martin,28.0,Male,763-248-5271,Blunt Object,High,Open,Arrest Made,2.0,822.83,No,No notes available
INC000694,Domestic Violence,Midtown,Hillcrest,NC,8609 Elm Blvd,31.230591,-84.732116,2023-06-06 11:02:50,OFF0084,Linda,Martin,2719.0,SUS00384,Karen,Garcia,46.0,Other,Unknown,VIC00193,Michelle,Jones,65.0,Female,(334) -70-0-6816,Hands/Feet,Medium,Closed,Warning Issued,2.0,23630.9,No,Incident at 8609 Elm Blvd. Officer responded at scene.
INC000764,Drunk Driving,east,Hillcrest,GA,69 Cedar Lane,41.191278,-94.6682905,2019-12-16 14:15:54,OFF0079,Joseph,Martin,3656.0,SUS00451,Robert,Taylor,70.0,Male,Black,VIC00153,Carol,Anderson,85.0,Male,906-286-9718,Hands/Feet,Medium,Resolved,Dismissed,3.0,39192.01,No,Incident at 69 Cedar Lane. Officer responded at scene.
INC004449,Robbery,North,Hillcrest,IL,4675 Washington Ave,27.587455,-70.404527,2019-06-14 01:42:29,OFF0114,Emily,Anderson,3584.0,SUS00733,James,Davis,75.0,Unknown,Other,VIC00160,Barbara,Scott,53.0,Male,Unknown,Hands/Feet,High,Under Investigation,Warning Issued,3.0,23675.52,No,Incident at 4675 Washington Ave. Officer responded at scene.
INC000549,Arson,South,Oakdale,GA,6906 Park Rd,45.405028,-100.385774,2022-01-28 19:34:43,OFF0007,Anthony,Wilson,7361.0,SUS00321,Charles,Thomas,52.0,Female,hispanic,Unknown,Unknown,Unknown,49.0,Male,Unknown,Bat,Medium,Under Investigation,Dismissed,0.0,1415.34,Yes,Incident at 6906 Park Rd. Officer responded at scene.
INC003975,Robbery,Southwest,Springfield,IL,4833 Park Rd,36.317189,-77.882431,2019-01-30 05:21:22,OFF0083,James,Johnson,1742.0,SUS00185,Chris,Nguyen,74.0,Female,hispanic,VIC00960,Carol,Garcia,44.0,Female,Unknown,Knife,Critical,Pending,Arrest Made,2.0,25570.48,No,No notes available
INC002963,Drunk Driving,Midtown,Centerville,FL,3438 River Rd,40.384219,-106.460124,2021-07-31 08:05:29,OFF0123,James,Torres,6189.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00528,Jennifer,Garcia,81.0,Female,329-690-9817,Firearm,Low,Open,Warning Issued,3.0,23630.9,No,Incident at 3438 River Rd. Officer responded at scene.
INC002916,Graffiti,Central,Springfield,OH,2836 Oak Ave,38.108625,-96.647997,2022-12-15 04:11:41,OFF0140,Linda,Davis,3684.0,SUS00516,Patricia,Williams,72.0,Male,white,VIC00500,Nancy,Lee,15.0,Male,637-152-5190,Hands/Feet,High,Pending,Dismissed,5.0,23630.9,No,Incident at 2836 Oak Ave. Officer responded at scene.
INC002210,Domestic Violence,South,Centerville,IL,5219 Sunset Blvd,30.672632,-108.650391,2019-05-12 17:10:11,OFF0116,susan,Williams,4340.0,SUS00111,Mary,Brown,65.0,Female,White,VIC00870,Mary,Smith,49.0,Male,Unknown,Blunt Object,Critical,Closed,No Arrest,1.0,17411.66,Yes,Incident at 5219 Sunset Blvd. Officer responded at scene.
INC004433,Burglary,South,Fairview,CA,3715 River Rd,26.261397,-109.701764,2023-05-02 07:19:02,OFF0101,Daniel,Walker,3650.0,SUS00022,Daniel,Williams,48.0,Female,white,VIC00986,Emily,Hill,29.0,Female,247-620-9820,Firearm,Critical,Closed,Dismissed,2.0,15238.63,No,Incident at 3715 River Rd. Officer responded at scene.
INC001776,Homicide,East,Lakewood,NC,2378 Oak Ave,32.081333,-102.218706,2019-05-07 18:13:46,OFF0133,Nancy,Hall,9529.0,SUS00584,Jennifer,Allen,32.0,Other,asian,VIC00016,Patricia,Walker,15.0,Female,928-876-9392,Firearm,Medium,Open,No Arrest,3.0,17422.27,Yes,Incident at 2378 Oak Ave. Officer responded at scene.
INC004065,Trespassing,Southeast,Riverside,FL,9777 Oak Ave,36.593952,-89.907439,2019-05-02 15:00:23,OFF0010,Matthew,Wright,3868.0,SUS00349,David,Allen,37.0,Female,Hispanic,VIC00465,James,Nguyen,10.0,Female,427-690-2086,Blunt Object,Critical,Open,Arrest Made,1.0,28013.99,Yes,Incident at 9777 Oak Ave. Officer responded at scene.
INC000784,Burglary,Southwest,Fairview,IL,9234 Main St,45.455518,-72.236475,2022-10-15 07:40:48,OFF0079,KAREN,Hill,5317.0,SUS00595,Michael,Hall,69.0,Female,Other,VIC00759,Joseph,Harris,62.0,Female,6041784894,Hands/Feet,Medium,Closed,Arrest Made,0.0,38847.19,Yes,Incident at 9234 Main St. Officer responded at scene.
INC003492,Abduction,Midtown,Centerville,CA,2034 Washington Ave,30.186289,-84.329622,2019-01-03 16:32:02,OFF0098,Daniel,Thomas,5178.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00784,Carol,Garcia,36.0,Female,866-165-2366,Hands/Feet,Medium,Closed,Warning Issued,5.0,15442.28,No,Incident at 2034 Washington Ave. Officer responded at scene.
INC004977,Assault,North,Springfield,AZ,2465 Cedar Lane,38.70433,-110.645313,2021-07-31 08:05:29,OFF0133,Ashley,Jones,9476.0,SUS00411,Matthew,Flores,46.0,Male,Black,VIC00341,Michael,Walker,22.0,Female,Unknown,Firearm,Medium,Under Investigation,Arrest Made,2.0,44357.75,No,Incident at 2465 Cedar Lane. Officer responded at scene.
INC004980,Theft,Northwest,Riverside,GA,5835 Lincoln St,46.155106,-91.215776,2021-07-31 08:05:29,OFF0105,Joseph,Jones,3844.0,SUS00658,Matthew,Taylor,46.0,Female,Black,Unknown,Unknown,Unknown,49.0,Male,Unknown,Rifle,High,Closed,Arrest Made,1.0,17957.95,Yes,Incident at 5835 Lincoln St. Officer responded at scene.
INC003349,Drunk Driving,West,Hillcrest,TX,6375 Cedar Lane,31.763354,-95.569074,2018-03-13 02:02:13,OFF0144,Michelle,Wright,4335.0,SUS00594,Karen,Harris,45.0,Male,white,VIC00332,Michael,Hall,64.0,Male,Unknown,Rifle,Medium,Open,Arrest Made,3.0,14199.09,No,Incident at 6375 Cedar Lane. Officer responded at scene.
INC001161,Domestic Violence,Northwest,Centerville,GA,4360 Cedar Lane,27.916716,-101.770307,2021-09-12 16:15:28,OFF0005,Mary,Wilson,3276.0,SUS00354,Mark,Jackson,35.0,Male,Black,VIC00189,Barbara,Hill,54.0,Female,Unknown,Rifle,Medium,Resolved,No Arrest,0.0,12713.31,No,No notes available
INC001534,Drug Offense,Central,Springfield,IL,5288 Cedar Lane,44.424014,-119.447199,2021-07-31 08:05:29,OFF0078,Emily,Hill,9140.0,SUS00539,Robert,Lee,24.0,Female,White,VIC00672,Thomas,Thomas,49.0,Female,275-993-2769,Hands/Feet,High,Open,Arrest Made,3.0,13470.96,Yes,Incident at 5288 Cedar Lane. Officer responded at scene.
INC003107,Sexual Assault,West,Hillcrest,NY,1587 River Rd,35.508232,-108.546732,2021-12-05 14:09:30,OFF0127,Chris,Allen,1016.0,SUS00464,Michael,Thomas,61.0,Male,BLACK,VIC00410,Richard,Anderson,24.0,Unknown,Unknown,Firearm,Medium,Pending,Arrest Made,3.0,15609.45,Yes,Incident at 1587 River Rd. Officer responded at scene.
INC000772,Trespassing,EAST,Riverside,FL,2795 Maple Dr,46.578861,-83.287544,2020-06-21 08:45:41,OFF0108,Joseph,Torres,1841.0,SUS00085,Donna,Taylor,64.0,Other,Hispanic,VIC00873,Matthew,Walker,32.0,Unknown,480-676-8014,Firearm,Critical,Under Investigation,Dismissed,2.0,23630.9,Yes,Incident at 2795 Maple Dr. Officer responded at scene.
INC001153,Theft,Southwest,Lakewood,CA,9170 Main St,36.700444,-120.890829,2022-01-12 10:54:01,OFF0129,Michelle,Smith,9217.0,SUS00527,Jennifer,Johnson,52.0,Female,Hispanic,VIC00365,Patricia,Smith,85.0,Female,Unknown,Rifle,Critical,Open,Warning Issued,2.0,4099.98,Yes,Incident at 9170 Main St. Officer responded at scene.
INC000894,Property Damage,Northwest,Hillcrest,AZ,7467 Main St,36.21464,-102.76407,2021-07-31 08:05:29,OFF0114,James,Lee,7078.0,SUS00661,Chris,Thomas,74.0,Other,BLACK,VIC00685,Joseph,Thomas,32.0,Female,930-772-4312,Hands/Feet,High,Closed,Warning Issued,1.0,165.83,No,Incident at 7467 Main St. Officer responded at scene.
INC002928,Robbery,North,Oakdale,OH,7837 River Rd,40.112268,-113.139747,2020-05-28 02:57:38,OFF0145,Mary,Walker,7944.0,SUS00736,Mark,Nguyen,41.0,Female,white,Unknown,Unknown,Unknown,49.0,Male,Unknown,Knife,Low,Closed,Arrest Made,1.0,26369.21,No,Incident at 7837 River Rd. Officer responded at scene.
INC002110,Abduction,Midtown,Lakewood,NC,848 River Rd,32.579376,-73.180461,2022-08-01 15:58:37,OFF0046,Karen,Garcia,2838.0,SUS00102,Susan,Lee,22.0,Female,BLACK,VIC00108,Anthony,Scott,54.0,Male,215-430-5749,Firearm,Low,Under Investigation,Arrest Made,1.0,30603.54,Yes,Incident at 848 River Rd. Officer responded at scene.
INC001229,Robbery,Northeast,Riverside,GA,1939 Maple Dr,40.240755,-70.75223,2020-01-04 20:29:19,OFF0088,James,Hill,Unknown,SUS00129,Susan,Nguyen,49.0,Female,White,VIC00752,Donna,Lee,45.0,Unknown,264-683-5120,Blunt Object,Critical,Pending,Dismissed,2.0,23630.9,No,Incident at 1939 Maple Dr. Officer responded at scene.
INC003942,Arson,South,Oakdale,NY,8579 Main St,34.851396,-89.617722,2021-07-05 02:49:53,OFF0104,Joseph,Anderson,2944.0,SUS00053,Jessica,Hall,23.0,Female,Black,VIC00899,Thomas,Torres,50.0,Male,(202) -28-5-3067,Firearm,Critical,Closed,Dismissed,0.0,25909.92,Yes,Incident at 8579 Main St. Officer responded at scene.
INC002802,Fraud,Northwest,Riverside,AZ,781 Elm Blvd,47.445467,-87.997568,2021-07-31 08:05:29,OFF0062,Chris,Hall,8567.0,SUS00596,Michael,Lee,34.0,Female,asian,VIC00905,Thomas,Brown,57.0,Male,657-378-9015,Firearm,High,Closed,Dismissed,4.0,40610.84,No,No notes available
INC002174,Theft,Northeast,Centerville,NY,286 Oak Ave,46.469648,-107.960993,2021-07-31 08:05:29,OFF0142,JENNIFER,Williams,3342.0,SUS00290,Anthony,Miller,57.0,Female,Hispanic,VIC00019,Linda,Williams,49.0,Male,752-832-1391,Hands/Feet,Critical,Under Investigation,Warning Issued,3.0,25467.46,No,No notes available
INC004610,Drug Offense,Midtown,Oakdale,AZ,4675 Lincoln St,38.832184,-111.54748,2021-07-31 08:05:29,OFF0055,Mary,Moore,5868.0,SUS00294,James,Johnson,70.0,Male,white,VIC00971,James,Green,60.0,Male,261-353-9726,Hands/Feet,Medium,Open,Dismissed,3.0,20929.26,No,Incident at 4675 Lincoln St. Officer responded at scene.
INC002024,Sexual Assault,Northeast,Hillcrest,AZ,1943 Main St,36.974169,-89.296541,2022-10-07 21:22:31,OFF0070,Susan,Miller,9185.0,SUS00509,Sarah,Davis,33.0,Female,hispanic,Unknown,Unknown,Unknown,49.0,Male,Unknown,Unarmed,Medium,Closed,Arrest Made,1.0,28441.5,Yes,Incident at 1943 Main St. Officer responded at scene.
